stamp,ax,ay,az,gx,gy,gz,px,py,pz,vx,vy,vz,qw,qx,qy,qz,bw_x,bw_y,bw_z,ba_x,ba_y,ba_z
1776087000.007345915,-3.449452249,0.748754377,8.877691483,-0.204766929,0.188444033,0.198574007,0.378762715,-2.951334997,0.009135983,-0.371074515,-0.221045306,-0.021958610,-0.150764794,-0.211545366,-0.026351667,0.965310378,0.005738386,0.006979561,-0.005594272,0.036044873,0.009560177,0.013121785
1776087000.013031721,-3.499976195,0.731913061,8.829573440,-0.191983759,0.150094509,0.160224497,0.376649221,-2.952603897,0.009006465,-0.372353455,-0.225294354,-0.023599531,-0.151383003,-0.211917021,-0.026870105,0.965117796,0.005738386,0.006979561,-0.005594272,0.036044873,0.009560177,0.013121785
1776087000.017300367,-3.552906042,0.678983214,8.764614081,-0.190918475,0.116006054,0.134658143,0.375058219,-2.953571969,0.008902818,-0.373082689,-0.228278855,-0.024962682,-0.151780168,-0.212121737,-0.027247801,0.964999848,0.005738386,0.006979561,-0.005594272,0.036044873,0.009560177,0.013121785
1776087000.023034334,-3.661171640,0.645300583,8.728525549,-0.189853221,0.085113384,0.109091803,0.372917396,-2.954891392,0.008754214,-0.373633527,-0.231934141,-0.026870136,-0.152244753,-0.212305199,-0.027753600,0.964871896,0.005738386,0.006979561,-0.005594272,0.036044873,0.009560177,0.013121785
1776087000.027238369,-3.771843140,0.618835659,8.709278332,-0.193049014,0.056351244,0.093112834,0.371346629,-2.955871582,0.008638488,-0.373633129,-0.234375047,-0.028184755,-0.152545414,-0.212377595,-0.028126319,0.964797680,0.005738386,0.006979561,-0.005594272,0.036044873,0.009560177,0.013121785
1776087000.033035517,-3.875296933,0.611617953,8.728525549,-0.195179552,0.035045952,0.094178095,0.369182106,-2.957239401,0.008470584,-0.373121129,-0.237518865,-0.029741469,-0.152942780,-0.212405551,-0.028641237,0.964713464,0.005738386,0.006979561,-0.005594272,0.036044873,0.009560177,0.013121785
1776087000.037252665,-3.933038585,0.626053366,8.726119647,-0.194114268,0.019066984,0.102700219,0.367609996,-2.958245761,0.008343138,-0.372459013,-0.239751511,-0.030700535,-0.153242919,-0.212388027,-0.029008732,0.964658710,0.005738386,0.006979561,-0.005594272,0.036044873,0.009560177,0.013121785
1776087000.043032646,-3.964315313,0.582747127,8.661160288,-0.196244806,0.010544868,0.118679181,0.365460646,-2.959639972,0.008161682,-0.371262787,-0.242676044,-0.032087161,-0.153689734,-0.212330566,-0.029500947,0.964585346,0.005738386,0.006979561,-0.005594272,0.036044873,0.009560177,0.013121785
1776087000.047286749,-3.942662194,0.575529420,8.680407505,-0.198375344,0.008414339,0.139984474,0.363883197,-2.960676708,0.008022835,-0.370350505,-0.244729093,-0.033189489,-0.154058092,-0.212277756,-0.029857421,0.964527238,0.005738386,0.006979561,-0.005594272,0.036044873,0.009560177,0.013121785
1776087000.053092003,-3.928226781,0.577935323,8.738149158,-0.200505883,0.012675397,0.165550813,0.361736341,-2.962105787,0.007826251,-0.369274527,-0.247610765,-0.034536798,-0.154627523,-0.212209651,-0.030335862,0.964436171,0.005738386,0.006979561,-0.005594272,0.036044873,0.009560177,0.013121785
1776087000.057224989,-3.913791368,0.534629083,8.781455397,-0.199440598,0.019066984,0.188986629,0.360211398,-2.963133357,0.007681866,-0.368663162,-0.249642152,-0.035332871,-0.155081597,-0.212173069,-0.030668491,0.964360789,0.005738386,0.006979561,-0.005594272,0.036044873,0.009560177,0.013121785
1776087000.063079119,-3.875296933,0.522599573,8.771831788,-0.196244806,0.039307009,0.206030861,0.358055101,-2.964603028,0.007471786,-0.368012502,-0.252455143,-0.036438522,-0.155779290,-0.212161499,-0.031127083,0.964236183,0.005738386,0.006979561,-0.005594272,0.036044873,0.009560177,0.013121785
1776087000.067212105,-3.889732346,0.522599573,8.836791146,-0.196244806,0.064873360,0.224140361,0.356534861,-2.965650570,0.007319743,-0.367649222,-0.254462521,-0.037137048,-0.156304637,-0.212200518,-0.031447315,0.964132183,0.005738386,0.006979561,-0.005594272,0.036044873,0.009560177,0.013121785
1776087000.073034286,-3.853643813,0.573123518,8.942650842,-0.181331098,0.088309176,0.232662484,0.354395206,-2.967141064,0.007101895,-0.367351963,-0.257542902,-0.037696830,-0.157075116,-0.212328716,-0.031880402,0.963964504,0.005738386,0.006979561,-0.005594272,0.036044873,0.009560177,0.013121785
1776087000.077242613,-3.815149379,0.599588442,8.942650842,-0.158960551,0.107483931,0.240119323,0.352849340,-2.968230084,0.006942689,-0.367318298,-0.260011721,-0.037965114,-0.157638391,-0.212471182,-0.032159084,0.963831898,0.005738386,0.006979561,-0.005594272,0.036044873,0.009560177,0.013121785
1776087000.083038092,-3.747784118,0.597182540,8.875285581,-0.152568966,0.121332370,0.246510923,0.354497922,-2.966608717,0.008960671,-0.350062714,-0.249958019,-0.028786272,-0.157487758,-0.212244126,-0.032728404,0.963887384,0.005738585,0.007006007,-0.005544979,0.036492836,0.009783732,0.013137963
1776087000.087228060,-3.685230662,0.570717616,8.870473777,-0.151503712,0.124528170,0.249706715,0.353030622,-2.967661496,0.008838504,-0.350324494,-0.252565841,-0.029527852,-0.158062139,-0.212443503,-0.032972456,0.963741114,0.005738585,0.007006007,-0.005544979,0.036492836,0.009783732,0.013137963
1776087000.093032360,-3.675607053,0.575529420,8.945056744,-0.142981589,0.126658693,0.247576177,0.350995289,-2.969138098,0.008664405,-0.350994743,-0.256229996,-0.030461582,-0.158855982,-0.212729240,-0.033298000,0.963536346,0.005738585,0.007006007,-0.005544979,0.036492836,0.009783732,0.013137963
1776087000.097314596,-3.668389346,0.587558931,8.947462646,-0.136590004,0.126658693,0.246510923,0.349490973,-2.970241292,0.008532772,-0.351589552,-0.259011844,-0.031017056,-0.159434800,-0.212944551,-0.033523865,0.963385340,0.005738585,0.007006007,-0.005544979,0.036492836,0.009783732,0.013137963
1776087000.103033304,-3.651548031,0.597182540,8.899344603,-0.134459466,0.119201846,0.236923531,0.347478027,-2.971733363,0.008352847,-0.352396650,-0.262809030,-0.031908120,-0.160190762,-0.213223103,-0.033815278,0.963188120,0.005738585,0.007006007,-0.005544979,0.036492836,0.009783732,0.013137963
1776087000.107415915,-3.653953933,0.599588442,8.877691483,-0.140851051,0.113875523,0.227336153,0.345932318,-2.972891587,0.008211174,-0.352986358,-0.265745630,-0.032744040,-0.160751256,-0.213421518,-0.034045322,0.963042681,0.005738585,0.007006007,-0.005544979,0.036492836,0.009783732,0.013137963
1776087000.114278555,-3.629894912,0.611617953,8.853632462,-0.138720527,0.106418669,0.208161399,0.343506680,-2.974731361,0.007981367,-0.353924492,-0.270425244,-0.034229352,-0.161583576,-0.213708062,-0.034419561,0.962826519,0.005738585,0.007006007,-0.005544979,0.036492836,0.009783732,0.013137963
1776087000.117253304,-3.601024086,0.635676975,8.858444266,-0.141916320,0.097896554,0.197508752,0.342453175,-2.975538940,0.007878497,-0.354374404,-0.272530547,-0.034932849,-0.161923535,-0.213819875,-0.034585356,0.962738637,0.005738585,0.007006007,-0.005544979,0.036492836,0.009783732,0.013137963
1776087000.123046398,-3.603429988,0.621241562,8.851226559,-0.149373174,0.087243907,0.181529775,0.340397515,-2.977129829,0.007672041,-0.355318590,-0.276705912,-0.036343871,-0.162552634,-0.214006959,-0.034926817,0.962578714,0.005738585,0.007006007,-0.005544979,0.036492836,0.009783732,0.013137963
1776087000.127168179,-3.613053596,0.587558931,8.848820657,-0.162156343,0.073395468,0.162355021,0.338931569,-2.978276291,0.007520152,-0.355998431,-0.279588564,-0.037356755,-0.162970659,-0.214111039,-0.035193478,0.962475167,0.005738585,0.007006007,-0.005544979,0.036492836,0.009783732,0.013137963
1776087000.133036375,-3.649142129,0.611617953,8.908968212,-0.177070051,0.063808091,0.139984474,0.336839759,-2.979928995,0.007297313,-0.356932720,-0.283686301,-0.038591315,-0.163516979,-0.214217265,-0.035619663,0.962343182,0.005738585,0.007006007,-0.005544979,0.036492836,0.009783732,0.013137963
1776087000.137281418,-3.706883781,0.638082877,9.026857418,-0.181331098,0.048894390,0.120809704,0.335323247,-2.981139792,0.007132498,-0.357553536,-0.286766257,-0.039059131,-0.163874991,-0.214264122,-0.035952730,0.962259463,0.005738585,0.007006007,-0.005544979,0.036492836,0.009783732,0.013137963
1776087000.143061161,-3.699666075,0.659735996,9.055728244,-0.184526891,0.032915421,0.108026534,0.333254260,-2.982809891,0.006906186,-0.358390669,-0.291148136,-0.039252958,-0.164321850,-0.214281458,-0.036419144,0.962161854,0.005738585,0.007006007,-0.005544979,0.036492836,0.009783732,0.013137963
1776087000.147153854,-3.690042466,0.652518290,9.036481026,-0.184526891,0.019066984,0.086721241,0.331786220,-2.984007948,0.006745259,-0.359004698,-0.294313473,-0.039388525,-0.164606488,-0.214262508,-0.036755012,0.962104646,0.005738585,0.007006007,-0.005544979,0.036492836,0.009783732,0.013137963
1776087000.153042316,-3.653953933,0.652518290,9.094222679,-0.189853221,0.009479604,0.075003341,0.329669192,-2.985754654,0.006512871,-0.360038000,-0.298950409,-0.039541292,-0.164972139,-0.214198902,-0.037250518,0.962037121,0.005738585,0.007006007,-0.005544979,0.036492836,0.009783732,0.013137963
1776087000.157325983,-3.675607053,0.635676975,9.176023352,-0.186657429,-0.003303570,0.061154898,0.328124986,-2.987042575,0.006343799,-0.360936155,-0.302366569,-0.039396569,-0.165213140,-0.214128136,-0.037615082,0.961997331,0.005738585,0.007006007,-0.005544979,0.036492836,0.009783732,0.013137963
1776087000.162893772,-3.709289683,0.570717616,9.190458765,-0.179200590,-0.012890950,0.046241194,0.326112038,-2.988737945,0.006125822,-0.362132817,-0.306625725,-0.038902662,-0.165485821,-0.214007084,-0.038078085,0.961959183,0.005738585,0.007006007,-0.005544979,0.036492836,0.009783732,0.013137963
1776087000.167142391,-3.757407727,0.556282203,9.159182037,-0.173874259,-0.019282537,0.030262228,0.324571789,-2.990047176,0.005961426,-0.362925703,-0.309683003,-0.038485367,-0.165660040,-0.213899341,-0.038422534,0.961939464,0.005738585,0.007006007,-0.005544979,0.036492836,0.009783732,0.013137963
1776087000.173039675,-3.839208400,0.561094007,9.216923689,-0.168547928,-0.026739391,0.014283262,0.322429199,-2.991885725,0.005736855,-0.363710627,-0.313840983,-0.037675448,-0.165853924,-0.213730887,-0.038892224,0.961924622,0.005738585,0.007006007,-0.005544979,0.036492836,0.009783732,0.013137963
1776087000.177235126,-3.872891031,0.577935323,9.207300080,-0.163221598,-0.031000448,0.000434823,0.320902512,-2.993208649,0.005580402,-0.364071445,-0.316806222,-0.036906641,-0.165959825,-0.213599822,-0.039220265,0.961922150,0.005738585,0.007006007,-0.005544979,0.036492836,0.009783732,0.013137963
1776087000.183035374,-3.916197270,0.546658594,9.166399744,-0.162156343,-0.033130974,-0.007022027,0.317643491,-2.994297818,0.004536238,-0.369585709,-0.317075026,-0.039756733,-0.165728910,-0.213304184,-0.039737475,0.962006334,0.005738267,0.007009786,-0.005526525,0.036382287,0.009892917,0.013158833
1776087000.187547207,-3.966721215,0.527411377,9.195270570,-0.160025805,-0.039522566,-0.011283085,0.315975985,-2.995735139,0.004358799,-0.369584297,-0.320058738,-0.038898556,-0.165805191,-0.213147421,-0.040085069,0.962013515,0.005738267,0.007009786,-0.005526525,0.036382287,0.009892917,0.013158833
1776087000.192847729,-4.012433357,0.510570062,9.243388613,-0.160025805,-0.044848882,-0.012348350,0.314017353,-2.997440640,0.004156060,-0.369449301,-0.323463147,-0.037599059,-0.165888004,-0.212948461,-0.040489629,0.962026358,0.005738267,0.007009786,-0.005526525,0.036382287,0.009892917,0.013158833
1776087000.197172165,-4.106263541,0.498540551,9.293912559,-0.154699504,-0.050175205,-0.015544143,0.312420303,-2.998845237,0.003996449,-0.369166973,-0.326145956,-0.036218902,-0.165950350,-0.212775796,-0.040813215,0.962040136,0.005738267,0.007009786,-0.005526525,0.036382287,0.009892917,0.013158833
1776087000.203042746,-4.212123237,0.479293334,9.351654211,-0.142981589,-0.059762590,-0.012348350,0.310255327,-3.000770077,0.003790891,-0.368401077,-0.329612102,-0.033811207,-0.166030523,-0.212524445,-0.041224788,0.962064313,0.005738267,0.007009786,-0.005526525,0.036382287,0.009892917,0.013158833
1776087000.207500219,-4.303547519,0.474481529,9.390148645,-0.141916320,-0.065088913,0.002565354,0.308615145,-3.002244890,0.003645098,-0.367523457,-0.332113709,-0.031603804,-0.166108444,-0.212320771,-0.041516532,0.962083288,0.005738267,0.007009786,-0.005526525,0.036382287,0.009892917,0.013158833
1776087000.213120222,-4.337230149,0.517787768,9.409395863,-0.134459466,-0.071480498,0.017479055,0.306553645,-3.004120371,0.003476126,-0.366106144,-0.335317255,-0.028528440,-0.166245115,-0.212051828,-0.041861204,0.962104061,0.005738267,0.007009786,-0.005526525,0.036382287,0.009892917,0.013158833
1776087000.217270851,-4.366100975,0.517787768,9.411801765,-0.121676296,-0.071480498,0.038784344,0.305036545,-3.005517194,0.003362623,-0.364915421,-0.337748367,-0.026163684,-0.166378014,-0.211851857,-0.042086476,0.962115313,0.005738267,0.007009786,-0.005526525,0.036382287,0.009892917,0.013158833
1776087000.223027229,-4.337230149,0.537034986,9.414207667,-0.113154180,-0.071480498,0.057959106,0.302940853,-3.007471317,0.003221483,-0.363213437,-0.341193225,-0.022874000,-0.166611850,-0.211582039,-0.042357052,0.962122348,0.005738267,0.007009786,-0.005526525,0.036382287,0.009892917,0.013158833
1776087000.227303267,-4.342041954,0.522599573,9.409395863,-0.105697326,-0.065088913,0.071807548,0.301390400,-3.008935812,0.003128839,-0.361968390,-0.343784767,-0.020457640,-0.166815591,-0.211392496,-0.042535274,0.962120846,0.005738267,0.007009786,-0.005526525,0.036382287,0.009892917,0.013158833
1776087000.233042240,-4.346853758,0.532223181,9.404584058,-0.100371011,-0.052305736,0.088851780,0.299318041,-3.010918725,0.003020697,-0.360237318,-0.347249037,-0.017229205,-0.167126606,-0.211169485,-0.042752036,0.962106236,0.005738267,0.007009786,-0.005526525,0.036382287,0.009892917,0.013158833
1776087000.237301826,-4.366100975,0.563499910,9.375713232,-0.105697326,-0.039522566,0.105896011,0.297786561,-3.012403469,0.002952315,-0.358836833,-0.349881540,-0.014878237,-0.167391188,-0.211031679,-0.042909801,0.962083453,0.005738267,0.007009786,-0.005526525,0.036382287,0.009892917,0.013158833
1776087000.243058681,-4.380536388,0.585153029,9.378119134,-0.116349973,-0.023543594,0.119744450,0.295726774,-3.014428256,0.002875718,-0.356757888,-0.353553786,-0.011732419,-0.167794590,-0.210883276,-0.043142683,0.962035305,0.005738267,0.007009786,-0.005526525,0.036382287,0.009892917,0.013158833
1776087000.247159958,-4.344447856,0.654924192,9.375713232,-0.130198419,-0.012890950,0.130397096,0.294266721,-3.015884048,0.002832152,-0.355241401,-0.356367608,-0.009513036,-0.168110241,-0.210800656,-0.043332038,0.961989795,0.005738267,0.007009786,-0.005526525,0.036382287,0.009892917,0.013158833
1776087000.253049850,-4.358883269,0.652518290,9.394960450,-0.142981589,-0.004368834,0.139984474,0.292180835,-3.017995603,0.002785548,-0.353051945,-0.360642089,-0.006311925,-0.168599218,-0.210703806,-0.043640148,0.961911507,0.005738267,0.007009786,-0.005526525,0.036382287,0.009892917,0.013158833
1776087000.257258177,-4.320388834,0.640488779,9.419019471,-0.148307920,-0.003303570,0.149571851,0.290698199,-3.019519755,0.002763926,-0.351568209,-0.363708532,-0.003963938,-0.168971532,-0.210641929,-0.043876059,0.961848996,0.005738267,0.007009786,-0.005526525,0.036382287,0.009892917,0.013158833
1776087000.263037443,-4.322794736,0.635676975,9.440672591,-0.149373174,-0.008629892,0.154898167,0.288671876,-3.021633973,0.002750551,-0.349670819,-0.367947495,-0.000664660,-0.169505713,-0.210550346,-0.044203323,0.961760070,0.005738267,0.007009786,-0.005526525,0.036382287,0.009892917,0.013158833
1776087000.267328024,-4.346853758,0.616429757,9.440672591,-0.158960551,-0.015021479,0.159159228,0.287174657,-3.023219332,0.002753095,-0.348238881,-0.371047579,0.001850378,-0.169915099,-0.210468725,-0.044452969,0.961694187,0.005738267,0.007009786,-0.005526525,0.036382287,0.009892917,0.013158833
1776087000.273265123,-4.337230149,0.635676975,9.406989960,-0.174939513,-0.022478329,0.165550813,0.285113306,-3.025434999,0.002774189,-0.346157613,-0.375332874,0.005255488,-0.170505622,-0.210330180,-0.044828071,0.961602564,0.005738267,0.007009786,-0.005526525,0.036382287,0.009892917,0.013158833
1776087000.277099609,-4.380536388,0.640488779,9.431048982,-0.189853221,-0.033130974,0.167681336,0.283788720,-3.026879575,0.002798574,-0.344722948,-0.378132280,0.007463232,-0.170901826,-0.210219264,-0.045094117,0.961544043,0.005738267,0.007009786,-0.005526525,0.036382287,0.009892917,0.013158833
1776087000.283041239,-4.390159997,0.654924192,9.462325710,-0.204766929,-0.046979412,0.179399252,0.283214030,-3.029793593,0.002415733,-0.334895852,-0.385084620,0.009503264,-0.171732209,-0.208825183,-0.045123873,0.961698460,0.005729721,0.007076081,-0.005535771,0.036471912,0.009787127,0.013231261
1776087000.287827730,-4.361289171,0.616429757,9.440672591,-0.212223768,-0.061893120,0.181529775,0.281615752,-3.031645082,0.002468225,-0.332933136,-0.388546333,0.012430223,-0.172273968,-0.208615597,-0.045498680,0.961629389,0.005729721,0.007076081,-0.005535771,0.036471912,0.009787127,0.013231261
1776087000.292845726,-4.310765225,0.592370736,9.491196536,-0.220745891,-0.077872083,0.188986629,0.279949707,-3.033603781,0.002538256,-0.331094631,-0.392123602,0.015481577,-0.172859348,-0.208355588,-0.045901681,0.961561558,0.005729721,0.007076081,-0.005535771,0.036471912,0.009787127,0.013231261
1776087000.297095776,-4.265053084,0.573123518,9.546532286,-0.227137476,-0.091720521,0.191117167,0.278545282,-3.035276827,0.002609799,-0.329803567,-0.395182892,0.018185065,-0.173369613,-0.208102527,-0.046250622,0.961507772,0.005729721,0.007076081,-0.005535771,0.036471912,0.009787127,0.013231261
1776087000.303035021,-4.269864889,0.570717616,9.597056232,-0.233529061,-0.105568960,0.192182422,0.276591298,-3.037636787,0.002729715,-0.328187190,-0.399517389,0.022196130,-0.174092963,-0.207706112,-0.046748347,0.961438715,0.005729721,0.007076081,-0.005535771,0.036471912,0.009787127,0.013231261
1776087000.308309078,-4.277082595,0.544252692,9.628332960,-0.232463807,-0.118352130,0.192182422,0.274864121,-3.039753955,0.002856721,-0.326783646,-0.403343753,0.025966091,-0.174739610,-0.207319011,-0.047190637,0.961383347,0.005729721,0.007076081,-0.005535771,0.036471912,0.009787127,0.013231261
1776087000.313036203,-4.284300302,0.546658594,9.630738862,-0.230333269,-0.131135315,0.188986629,0.273322399,-3.041668639,0.002987654,-0.325503682,-0.406740033,0.029430692,-0.175316096,-0.206943353,-0.047578903,0.961340191,0.005729721,0.007076081,-0.005535771,0.036471912,0.009787127,0.013231261
1776087000.317375898,-4.260241280,0.568311714,9.613897547,-0.228202760,-0.140722692,0.187921375,0.271912445,-3.043440682,0.003122176,-0.324290534,-0.409927021,0.032564974,-0.175840991,-0.206575627,-0.047927578,0.961306093,0.005729721,0.007076081,-0.005535771,0.036471912,0.009787127,0.013231261
1776087000.323051214,-4.236182258,0.558688105,9.589838525,-0.231398553,-0.146049008,0.191117167,0.270076519,-3.045779198,0.003318153,-0.322695602,-0.414173776,0.036498096,-0.176531520,-0.206074095,-0.048380632,0.961264482,0.005729721,0.007076081,-0.005535771,0.036471912,0.009787127,0.013231261
1776087000.327224255,-4.188064215,0.551470399,9.560967699,-0.228202760,-0.150310069,0.188986629,0.268732216,-3.047514096,0.003476154,-0.321584303,-0.417305357,0.039226479,-0.177040710,-0.205695636,-0.048711738,0.961235174,0.005729721,0.007076081,-0.005535771,0.036471912,0.009787127,0.013231261
1776087000.333101749,-4.166411095,0.512975964,9.556155895,-0.223941684,-0.152440593,0.184725583,0.266846381,-3.049979611,0.003717486,-0.320129626,-0.421662655,0.042894422,-0.177746899,-0.205154875,-0.049167776,0.961197195,0.005729721,0.007076081,-0.005535771,0.036471912,0.009787127,0.013231261
1776087000.337253094,-4.151975682,0.498540551,9.532096873,-0.226072222,-0.144983754,0.186856106,0.265519454,-3.051736306,0.003900758,-0.319146295,-0.424663361,0.045400679,-0.178242731,-0.204778404,-0.049489163,0.961169161,0.005729721,0.007076081,-0.005535771,0.036471912,0.009787127,0.013231261
1776087000.343034983,-4.178440606,0.488916942,9.491196536,-0.225006938,-0.136461630,0.183660313,0.263678561,-3.054203501,0.004172894,-0.317632915,-0.428758237,0.048733224,-0.178930862,-0.204275748,-0.049942655,0.961124808,0.005729721,0.007076081,-0.005535771,0.036471912,0.009787127,0.013231261
1776087000.347339630,-4.185658313,0.476887431,9.450296199,-0.227137476,-0.125808984,0.186856106,0.262314005,-3.056055536,0.004387731,-0.316359125,-0.431723642,0.051082987,-0.179442276,-0.203921023,-0.050285047,0.961086937,0.005729721,0.007076081,-0.005535771,0.036471912,0.009787127,0.013231261
1776087000.354314804,-4.166411095,0.488916942,9.385336841,-0.229268014,-0.118352130,0.182595044,0.260115217,-3.059083601,0.004756072,-0.314101892,-0.436516865,0.054531998,-0.180268912,-0.203374940,-0.050852985,0.961018068,0.005729721,0.007076081,-0.005535771,0.036471912,0.009787127,0.013231261
1776087000.357230425,-4.161599291,0.464857921,9.351654211,-0.233529061,-0.106634229,0.185790837,0.259200838,-3.060359206,0.004916956,-0.313125999,-0.438497947,0.055827744,-0.180613866,-0.203159151,-0.051097518,0.960985970,0.005729721,0.007076081,-0.005535771,0.036471912,0.009787127,0.013231261
1776087000.363033772,-4.130322563,0.445610703,9.342030602,-0.230333269,-0.098112114,0.187921375,0.257389201,-3.062915185,0.005247970,-0.311215895,-0.442365743,0.058249225,-0.181306594,-0.202757837,-0.051589429,0.960913997,0.005729721,0.007076081,-0.005535771,0.036471912,0.009787127,0.013231261
1776087000.367255926,-4.123104856,0.426363486,9.346842406,-0.230333269,-0.090655260,0.197508752,0.256077991,-3.064788787,0.005497538,-0.309893511,-0.445144245,0.059968932,-0.181820809,-0.202483210,-0.051944593,0.960855610,0.005729721,0.007076081,-0.005535771,0.036471912,0.009787127,0.013231261
1776087000.373050690,-4.132728465,0.407116269,9.308347972,-0.225006938,-0.082133144,0.203900337,0.254287637,-3.067379066,0.005851632,-0.308028126,-0.448862486,0.062242930,-0.182545891,-0.202130986,-0.052424111,0.960766244,0.005729721,0.007076081,-0.005535771,0.036471912,0.009787127,0.013231261
1776087000.377148151,-4.149569780,0.385463149,9.236170906,-0.217550099,-0.073611028,0.207096130,0.253028454,-3.069223399,0.006109587,-0.306587600,-0.451369349,0.063666856,-0.183064371,-0.201901501,-0.052751770,0.960697908,0.005729721,0.007076081,-0.005535771,0.036471912,0.009787127,0.013231261
1776087000.383039236,-4.180846508,0.373433638,9.166399744,-0.216484845,-0.062958382,0.215618253,0.257041261,-3.073535736,0.003931705,-0.279153234,-0.462758099,0.055404052,-0.184166664,-0.201772223,-0.053267609,0.960485904,0.005736898,0.007071627,-0.005553002,0.036822958,0.009453430,0.013587500
1776087000.387534380,-4.166411095,0.380651345,9.070163657,-0.212223768,-0.052305736,0.220944569,0.255790859,-3.075621598,0.004182973,-0.277181751,-0.465293512,0.056391186,-0.184757379,-0.201568187,-0.053614429,0.960395996,0.005736898,0.007071627,-0.005553002,0.036822958,0.009453430,0.013587500
1776087000.392784119,-4.118293052,0.356592323,8.966709864,-0.212223768,-0.040587828,0.232662484,0.254341935,-3.078071881,0.004480605,-0.274816436,-0.468193924,0.056997867,-0.185465915,-0.201360196,-0.054014977,0.960280609,0.005736898,0.007071627,-0.005553002,0.036822958,0.009453430,0.013587500
1776087000.397034645,-4.084610422,0.342156910,8.916185918,-0.210093260,-0.026739391,0.242249861,0.253177798,-3.080066807,0.004723137,-0.272945216,-0.470478405,0.057120729,-0.186059311,-0.201219417,-0.054337564,0.960177123,0.005736898,0.007071627,-0.005553002,0.036822958,0.009453430,0.013587500
1776087000.403048992,-4.070175009,0.284415276,8.870473777,-0.206897467,-0.017152008,0.247576177,0.251543948,-3.082905606,0.005066245,-0.270372107,-0.473530694,0.056975755,-0.186916793,-0.201056593,-0.054788323,0.960019062,0.005736898,0.007071627,-0.005553002,0.036822958,0.009453430,0.013587500
1776087000.407332182,-4.082204519,0.260356255,8.810326223,-0.206897467,-0.005434100,0.252902508,0.250389865,-3.084938078,0.005309623,-0.268517641,-0.475515499,0.056667709,-0.187536358,-0.200963681,-0.055107988,0.959899382,0.005736898,0.007071627,-0.005553002,0.036822958,0.009453430,0.013587500
1776087000.414288044,-4.154381584,0.250732646,8.779049494,-0.206897467,0.002022753,0.257163554,0.248533756,-3.088256099,0.005701464,-0.265164156,-0.478505988,0.055997387,-0.188556487,-0.200845496,-0.055629964,0.959694141,0.005736898,0.007071627,-0.005553002,0.036822958,0.009453430,0.013587500
1776087000.417317390,-4.180846508,0.277197570,8.752584571,-0.214354306,0.005218546,0.268881470,0.247732955,-3.089707576,0.005870627,-0.263531566,-0.479771263,0.055685099,-0.189012980,-0.200801290,-0.055861776,0.959600124,0.005736898,0.007071627,-0.005553002,0.036822958,0.009453430,0.013587500
1776087000.423063517,-4.178440606,0.339751008,8.706872429,-0.212223768,-0.001173041,0.272077262,0.246228275,-3.092471858,0.006188407,-0.260188092,-0.482366382,0.054921791,-0.189901072,-0.200712627,-0.056303611,0.959417494,0.005736898,0.007071627,-0.005553002,0.036822958,0.009453430,0.013587500
1776087000.427274466,-4.183252410,0.332533301,8.682813408,-0.219680637,-0.007564628,0.283795178,0.245138030,-3.094507270,0.006418215,-0.257626399,-0.484357082,0.054225650,-0.190568715,-0.200634428,-0.056627038,0.959282424,0.005736898,0.007071627,-0.005553002,0.036822958,0.009453430,0.013587500
1776087000.433041334,-4.173628802,0.330127399,8.690031114,-0.227137476,-0.013956215,0.294447839,0.243662488,-3.097308324,0.006728031,-0.254104588,-0.487072589,0.053221249,-0.191519158,-0.200507188,-0.057080557,0.959092847,0.005736898,0.007071627,-0.005553002,0.036822958,0.009453430,0.013587500
1776087000.437232494,-4.200093726,0.308474280,8.747772766,-0.232463807,-0.026739391,0.302969962,0.242602800,-3.099353809,0.006949851,-0.251572840,-0.489022664,0.052630481,-0.192232866,-0.200393877,-0.057415085,0.958953767,0.005736898,0.007071627,-0.005553002,0.036822958,0.009453430,0.013587500
1776087000.443053484,-4.224152747,0.313286084,8.807920320,-0.229268014,-0.040587828,0.312557340,0.241148651,-3.102208243,0.007254909,-0.248049882,-0.491715651,0.052182474,-0.193252019,-0.200200031,-0.057869881,0.958762057,0.005736898,0.007071627,-0.005553002,0.036822958,0.009453430,0.013587500
1776087000.447354555,-4.262647182,0.342156910,8.841602951,-0.218615353,-0.059762590,0.316818386,0.240087553,-3.104327564,0.007479144,-0.245361172,-0.493769363,0.052086697,-0.194018247,-0.200026324,-0.058181756,0.958624678,0.005736898,0.007071627,-0.005553002,0.036822958,0.009453430,0.013587500
1776087000.453062773,-4.308359323,0.366215932,8.865661972,-0.206897467,-0.077872083,0.325340509,0.238697836,-3.107154143,0.007776790,-0.241556575,-0.496585130,0.052200333,-0.195049132,-0.199751809,-0.058551023,0.958450222,0.005736898,0.007071627,-0.005553002,0.036822958,0.009453430,0.013587500
1776087000.457250118,-4.286706204,0.407116269,8.824761636,-0.201571137,-0.090655260,0.339188933,0.237692468,-3.109238049,0.007995509,-0.238636871,-0.498749973,0.052266057,-0.195825963,-0.199524122,-0.058793768,0.958324376,0.005736898,0.007071627,-0.005553002,0.036822958,0.009453430,0.013587500
1776087000.463083982,-4.291518008,0.409522171,8.812732125,-0.196244806,-0.113025814,0.347711056,0.236312470,-3.112156766,0.008300200,-0.234462433,-0.501861962,0.052189924,-0.196939189,-0.199162481,-0.059100451,0.958152597,0.005736898,0.007071627,-0.005553002,0.036822958,0.009453430,0.013587500
